C.D.S.  -  SIMBAD4 rel 1.5.8  -  2016.10.08EDT11:44:25

maintype = 'Flare Star'
-----------------------

Number of objects : 2026

 #  |         identifier          |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------|---|---------------------------|------|------|------|------|------|---------------|----|----
206 |Cl* Melotte 25 VR 6          |Fl*|065.9598374 +14.9215225    |14.3  |14.85 |13.348|13.08 |     ~|M3e            |  31|   0
207 |Wolf 1084                    |Fl*|310.83004 +55.34781        |     ~|16.46 |14.67 |13.9  |11.1  |M5.0V          |  50|   0
208 |HPRA 55                      |Fl*|083.82 -05.67              |     ~|     ~|16.2  |     ~|     ~|~              |   1|   0
209 |V* V966 Ori                  |Fl*|082.26008 -05.65908        |     ~|16.8  |     ~|16.700|     ~|~              |   4|   0
210 |V* V923 Ori                  |Fl*|082.44692 -07.06928        |     ~|16.6  |     ~|16.200|     ~|~              |   3|   0
211 |V* V1798 Cyg                 |Fl*|315.371 +40.680            |15.7  |15.7  |     ~|     ~|     ~|~              |   2|   0
212 |V* V816 Her                  |Fl*|280.68746 +13.90467        |     ~|14.8  |12.86 |11.58 | 9.95 |M5V            |  34|   0
213 |V* V886 Tau                  |Fl*|058.555350 +25.474697      |15.2  |16.200|     ~|16.000|     ~|~              |   5|   0
214 |V* V1220 Ori                 |Fl*|083.619488 -04.577661      |     ~|17.6  |16.40 |15.600|14.13 |~              |   6|   0
215 |V* V841 Tau                  |Fl*|055.12921 +24.36139        |14.7  |     ~|     ~|     ~|     ~|~              |   6|   0
216 |V* V1234 Ori                 |Fl*|083.94400 -04.43686        |     ~|16.0  |     ~|14.400|     ~|K8             |   7|   0
217 |V* V607 Cas                  |Fl*|035.60963 +61.59311        |     ~|12.1  |11.3  |     ~|     ~|M              |   3|   0
218 |MASTER OT J201449.73+015310.4|Fl*|303.707296 +01.886328      |     ~|     ~|     ~|20.17 |18.63 |~              |   1|   0
219 |V* V458 Tau                  |Fl*|057.05738 +23.63322        |     ~|14.8  |17.72 |     ~|14.79 |~              |  17|   0
220 |2MASS J09300112+3834489      |Fl*|142.504671 +38.580272      |     ~|     ~|15.237|     ~|     ~|~              |   1|   0
221 |V* V674 Tau                  |Fl*|057.63308 +22.14661        |     ~|15.4  |16.00 |     ~|     ~|~              |   8|   0
222 |V* V661 Tau                  |Fl*|057.146608 +22.895149      |15.3  |     ~|20.70 |     ~|17.02 |M6             |  25|   0
223 |2MASS J04482328+2439315      |Fl*|072.097004 +24.658769      |     ~|     ~|14.319|     ~|     ~|~              |   1|   0
224 |V* OT Ori                    |Fl*|083.961554 -05.274772      |16.793|15.606|14.584|     ~|12.486|K:e            |  46|   0
225 |NSV 13832                    |Fl*|324.954 +53.988            |     ~|12.5  |     ~|     ~|     ~|~              |   3|   0
226 |V* V569 Tau                  |Fl*|058.326613 +25.921372      |15.2  |16.100|     ~|14.000|     ~|~              |  10|   0
227 |V* V853 Ori                  |Fl*|084.21558 -05.22497        |     ~|14.4  |     ~|13.600|     ~|K              |   6|   0
228 |V* V758 Ori                  |Fl*|083.665600 -05.051731      |     ~|     ~|17.29 |     ~|14.53 |~              |   7|   0
229 |V* V764 Tau                  |Fl*|057.70400 +22.67006        |14.6  |17.609|16.030|     ~|13.553|~              |  11|   0
230 |GJ 3286                      |Fl*|066.234151 -40.046364      |     ~|14.9  |14.058|12.77 |11.07 |M3             |  15|   0
231 |V* DM Cnc                    |Fl*|129.63371 +18.46503        |     ~|17.1  |     ~|16.000|     ~|~              |   4|   0
232 |MASTER OT J124017.72-040542.9|Fl*|190.073625 -04.095194      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
233 |V* V1047 Ori                 |Fl*|083.905696 -03.851742      |     ~|16.2  |     ~|14.0  |     ~|~              |   2|   0
234 |V* V1244 Ori                 |Fl*|084.25925 -04.01192        |16.0  |18.400|     ~|16.600|     ~|~              |   2|   0
235 |GJ 4053                      |Fl*|274.7385277 +66.1926170    |     ~|15.29 |13.406|13.096|10.1  |M4.5V          |  50|   0
236 |V* OS Tau                    |Fl*|056.34788 +24.85081        |     ~|16.821|15.349|     ~|13.163|M2e            |  31|   0
237 |V* V584 Mon                  |Fl*|100.31562 +09.43800        |     ~|14.826|13.666|13.09 |12.31 |K5             |  19|   0
238 |V* V692 Tau                  |Fl*|059.12675 +24.28853        |     ~|16.06 |16.2  |     ~|     ~|M:             |  21|   0
239 |V* V609 Cas                  |Fl*|036.220337 +61.896214      |     ~|12.17 |10.37 |     ~|     ~|M3             |   2|   0
240 |V* PS Tau                    |Fl*|056.98025 +23.31833        |     ~|14.3  |17.33 |     ~|14.70 |~              |  11|   1
241 |GJ 3287                      |Fl*|066.92208 +59.58797        |     ~|15.5  |14.438|14.167|11.3  |M3.8V          |  15|   0
242 |V* V371 Tau                  |Fl*|057.55379 +24.35189        |14.0  |16.63 |15.07 |     ~|12.68 |M2e            |  27|   0
243 |V* V445 Tau                  |Fl*|056.52867 +25.24586        |     ~|14.5  |     ~|     ~|     ~|~              |   5|   0
244 |GJ 1060 B                    |Fl*|052.20163 -27.31808        |     ~|15.6  |13.80 |     ~|     ~|M3.5           |  18|   0
245 |CD-31 908                    |Fl*|034.146279 -30.968706      |     ~|14.81 |13.15 |12.812|10.28 |M4             |  23|   0
246 |V* V767 Tau                  |Fl*|057.98642 +24.24469        |16.5  |15.900|     ~|14.700|     ~|~              |   6|   0
247 |V* V553 Tau                  |Fl*|057.549367 +24.296069      |     ~|14.49 |13.26 |     ~|     ~|~              |  12|   0
248 |HPRA 70                      |Fl*|083.95 -05.12              |     ~|14.1  |     ~|     ~|     ~|~              |   1|   0
249 |V* V491 Tau                  |Fl*|055.10079 +24.58450        |     ~|17.807|16.300|     ~|13.860|~              |  14|   0
250 |V* II Tau                    |Fl*|057.43021 +24.31797        |12.4  |15.75 |14.272|14.021|     ~|M4.6V          |  62|   0
251 |V* V971 Ori                  |Fl*|082.87771 -04.41403        |     ~|17.5  |     ~|15.400|     ~|~              |   2|   0
252 |V* V1953 Ori                 |Fl*|083.599379 -00.948142      |     ~|     ~|     ~|18.55 |16.65 |~              |   3|   0
253 |FSO B20                      |Fl*|No Coord.                  |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
254 |V* DG Phe                    |Fl*|017.256258 -51.013747      |     ~|     ~|18.8  |18.08 |15.27 |M8.5e          |  22|   0
255 |V* V489 Tau                  |Fl*|054.92796 +23.90775        |14.2  |18.73 |17.85 |     ~|14.86 |~              |  15|   0
256 |V* V645 Cen                  |Fl*|217.42895219 -62.67948975  |14.21 |12.95 |11.13 | 9.45 | 7.41 |M5.5Ve         | 621|   0
257 |V* V1300 Ori                 |Fl*|084.46408 -06.66431        |12.3  |14.8  |13.410|13.100|12.083|K2.0           |  11|   0
258 |V* V796 Tau                  |Fl*|057.18929 +23.33894        |14.4  |14.74 |13.52 |     ~|12.08 |M:             |  25|   0
259 |V* V1522 Cyg                 |Fl*|310.471387 +40.234000      |     ~|17.9  |     ~|     ~|     ~|~              |   3|   0
260 |V* BR Cet                    |Fl*|039.2758 +06.9156          |     ~|14.3  |     ~|     ~|     ~|~              |   2|   0
261 |V* V775 Ori                  |Fl*|083.688121 -06.352019      |     ~|16.1  |16.386|15.700|14.041|M2.5           |   9|   0
262 |CD-51 13128                  |Fl*|329.42167912 -51.00617170  |12.968|12.008|10.487| 9.416| 8.101|M2Ve           |  58|   0
263 |V* CP Cnc                    |Fl*|130.843350 +19.200208      |     ~|16.5  |     ~|     ~|     ~|M2.7           |   6|   0
264 |V* V759 Tau                  |Fl*|057.238942 +24.328839      |16.2  |17.489|15.909|     ~|13.340|~              |  15|   0
265 |Cl* NGC 2264 HAR 1           |Fl*|100.00 +09.78              |     ~|     ~|17.7  |     ~|     ~|~              |   1|   0
266 |V* V913 Tau                  |Fl*|066.76146 +22.28442        |     ~|14.2  |     ~|13.900|     ~|~              |   4|   0
267 |V* HZ Cep                    |Fl*|315.4008 +68.1394          |     ~|13.2  |     ~|     ~|     ~|~              |   7|   0
268 |V* V463 Tau                  |Fl*|057.18896 +24.62403        |     ~|14.8  |     ~|     ~|15.75 |M5             |  17|   0
269 |V* V727 Tau                  |Fl*|055.51217 +23.93164        |     ~|17.839|16.254|     ~|13.541|M3.2           |  19|   0
270 |V* V1019 Ori                 |Fl*|084.131333 -06.687081      |     ~|17.400|16.188|14.900|13.989|M1.3           |   5|   0
271 |GJ 1081                      |Fl*|083.32971 +44.81633        |     ~|13.79 |12.253|11.801| 9.8  |M3V            |  31|   0
272 |V* V856 Tau                  |Fl*|056.51438 +24.34922        |     ~|     ~|     ~|     ~|15.20 |~              |   8|   0
273 |V* V1098 Ori                 |Fl*|083.01887 -03.67436        |     ~|15.6  |     ~|15.000|     ~|~              |   2|   0
274 |V* LW Tau                    |Fl*|055.843967 +23.129914      |     ~|16.1  |     ~|     ~|     ~|~              |   7|   0
275 |GJ 1154                      |Fl*|183.568908 +00.623989      |     ~|15.40 |13.64 |13.309|10.1  |M4.5Ve         |  45|   0
276 |V* V681 Tau                  |Fl*|058.315391 +22.870745      |     ~|18.50 |16.83 |     ~|14.15 |~              |  11|   0
277 |V* V1135 Ori                 |Fl*|084.152271 -06.240328      |     ~|19.0  |16.878|15.800|14.327|M2.8           |   8|   0
278 |GJ 3391                      |Fl*|095.3043303 +44.2418584    |     ~|12.3  |12.234|11.858|10.8  |M2.0V          |  20|   0
279 |V* V915 Tau                  |Fl*|066.87021 +23.97600        |14.6  |14.87 |     ~|     ~|     ~|~              |   4|   0
280 |V* V379 Tau                  |Fl*|057.79808 +24.38703        |     ~|17.737|16.195|     ~|13.641|~              |  22|   0
281 |V* V752 Tau                  |Fl*|056.899392 +24.874147      |16.5  |     ~|18.78 |     ~|15.31 |~              |  14|   0
282 |BD+44 2051B                  |Fl*|166.380550 +43.521403      |     ~|16.45 |14.45 |13.4  |     ~|M5.5Ve         | 171|   0
283 |CD-31 909                    |Fl*|034.17165252 -30.98839109  |14.729|13.588|12.027|10.885| 9.406|M3Ve           |  42|   0
284 |V* HQ Com                    |Fl*|186.304 +23.607            |     ~|14.7  |     ~|     ~|     ~|~              |   3|   0
285 |V* V1083 Ori                 |Fl*|084.9750 -06.5467          |     ~|16.2  |     ~|     ~|     ~|~              |   2|   0
286 |V* V653 Tau                  |Fl*|056.937583 +23.872000      |     ~|15.800|     ~|13.700|     ~|~              |   7|   0
287 |V* CK Cnc                    |Fl*|130.387 +18.747            |     ~|16.5  |     ~|     ~|     ~|~              |   2|   0
288 |2MASS J21001376+1731130      |Fl*|315.057363 +17.520286      |     ~|     ~|12.512|     ~|     ~|~              |   1|   0
289 |V* V617 Tau                  |Fl*|055.73738 +24.22850        |     ~|19.0  |     ~|18.000|     ~|~              |   6|   0
290 |HD 23453                     |Fl*|056.58391150 +26.21549434  |     ~|11.05 | 9.580| 9.237| 7.9  |M1V            |  70|   0
291 |V* V732 Ori                  |Fl*|083.44721 -06.01100        |     ~|16.2  |     ~|     ~|     ~|~              |   5|   0
292 |HD 118100                    |Fl*|203.68002794 -08.34203992  |11.578|10.552| 9.372| 8.602| 7.930|K4V            | 296|   0
293 |V* KL Tau                    |Fl*|054.264439 +24.743233      |     ~|17.784|16.240|     ~|13.720|~              |  12|   0
294 |V* V996 Ori                  |Fl*|085.64246 -06.67414        |     ~|17.1  |     ~|14.900|     ~|~              |   2|   0
295 |V* V369 Tau                  |Fl*|057.54650 +23.92836        |16.6  |16.600|     ~|15.500|     ~|~              |  11|   0
296 |V* V665 Mon                  |Fl*|099.90313 +10.33608        |     ~|14.8  |     ~|16.300|     ~|~              |   1|   0
297 |V* V652 Ori                  |Fl*|083.63712 -05.01122        |     ~|17.0  |14.3  |14.800|     ~|~              |  15|   0
298 |V* V654 Her                  |Fl*|254.42073624 +35.26971029  |     ~|10.99 | 9.91 |     ~|     ~|K2III          |  11|   0
299 |FSO B22                      |Fl*|No Coord.                  |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
300 |2MASS J04442637+2813559      |Fl*|071.109883 +28.232219      |     ~|     ~|14.461|     ~|     ~|~              |   1|   0
301 |V* RY Sex                    |Fl*|159.005030 +05.120226      |15.310|14.222|12.636|11.451| 9.922|M4V            |  66|   0
302 |V* DT Cnc                    |Fl*|131.692725 +20.726253      |15.0  |16.7  |     ~|14.7  |     ~|M              |   2|   0
303 |GJ 3085                      |Fl*|019.863987 -26.365247      |     ~|14.94 |13.45 |13.21 |10.86 |M3             |   8|   0
304 |V* V552 Tau                  |Fl*|057.50775 +25.21144        |     ~|16.6  |17.64 |     ~|15.00 |~              |  12|   0
305 |V* KN Tau                    |Fl*|054.778046 +23.999317      |     ~|13.3  |     ~|15.200|     ~|~              |  10|   0
306 |HPRA 14                      |Fl*|083.30 -05.70              |     ~|     ~|14.7  |     ~|     ~|~              |   1|   0
307 |V* NR Tau                    |Fl*|056.22963 +25.36147        |     ~|12.0  |     ~|12.600|     ~|K...           |  14|   0
308 |V* HX Cep                    |Fl*|312.42804 +69.05772        |     ~|16.9  |     ~|16.300|     ~|~              |   2|   0
309 |V* V728 Ori                  |Fl*|083.4396 -06.9517          |     ~|13.5  |     ~|     ~|     ~|~              |   1|   0
310 |HD 22670                     |Fl*|054.76857108 +09.65283971  |     ~| 9.69 | 9.03 |     ~|     ~|G              |  19|   0
311 |Cl* NGC 2264 HAR 7           |Fl*|100.25 +09.85              |     ~|     ~|15.4  |     ~|     ~|K0             |   1|   0
312 |V* V390 Tau                  |Fl*|058.03312 +25.46522        |     ~|     ~|21.5  |     ~|15.91 |~              |  10|   0
313 |LP 593-68                    |Fl*|057.750196 -00.879244      |     ~|19.8  |18.02 |     ~|     ~|M8.0V          |  37|   0
314 |V* NS Tau                    |Fl*|056.157412 +22.921039      |16.0  |17.324|15.746|     ~|13.379|M              |   8|   0
315 |V* V841 Her                  |Fl*|254.29456276 +35.28653422  |11.08 | 9.54 | 8.12 |     ~|     ~|K2             |  11|   0
316 |V* V1042 Tau                 |Fl*|056.53737 +24.07258        |16.4  |15.6  |     ~|     ~|     ~|~              |   3|   0
317 |V* CF Cnc                    |Fl*|129.642 +19.258            |15.2  |     ~|     ~|     ~|     ~|~              |   2|   0
318 |V* V1218 Ori                 |Fl*|083.6063 -04.3767          |15.5  |     ~|     ~|     ~|     ~|~              |   2|   0
319 |GJ 3738                      |Fl*|189.76958937 +47.03973056  |     ~|13.71 |12.207|11.757|10.3  |M2.5V          |  20|   0
320 |V* AY Cnc                    |Fl*|129.812 +20.020            |15.5  |15.50 |     ~|     ~|     ~|~              |   3|   0
321 |2MASS J09093293+4245012      |Fl*|137.387229 +42.750342      |     ~|     ~|15.256|     ~|     ~|~              |   1|   0
322 |V* V601 Cas                  |Fl*|033.381521 +60.434208      |     ~|11.74 |11.21 |     ~|     ~|~              |   1|   0
323 |V* V757 Tau                  |Fl*|057.1358 +23.4417          |     ~|18.5  |     ~|     ~|     ~|~              |   5|   0
324 |V* MX Tau                    |Fl*|056.09608 +24.06831        |12.6  |15.01 |13.76 |     ~|     ~|M:             |  44|   0
325 |V* V784 Tau                  |Fl*|055.44617 +22.85703        |14.5  |16.082|14.625|     ~|12.806|~              |   8|   0
326 |V* MU Tau                    |Fl*|056.00950 +25.06494        |15.3  |15.30 |     ~|     ~|     ~|~              |  18|   0
327 |V* V510 Tau                  |Fl*|055.82721 +23.56919        |14.2  |     ~|     ~|     ~|     ~|~              |   7|   0
328 |V* V1036 Tau                 |Fl*|055.90238 +23.13375        |14.7  |16.000|     ~|14.900|     ~|~              |   2|   0
329 |V* V691 Mon                  |Fl*|099.59288 +10.01364        |     ~|15.7  |     ~|15.000|     ~|~              |   1|   0
330 |V* V988 Ori                  |Fl*|083.94646 -06.48625        |     ~|17.1  |16.0  |14.500|     ~|~              |   9|   0
331 |V* V1791 Cyg                 |Fl*|312.663 +41.022            |16.6  |16.6  |     ~|     ~|     ~|~              |   1|   0
332 |V* PT Tau                    |Fl*|056.70504 +24.60003        |15.0  |16.63 |15.10 |     ~|13.05 |M:             |  32|   0
333 |HD 82443B                    |Fl*|143.20112 +26.99564        |     ~|16.9  |14.7  |14.5  |12.1  |M4.5           |  22|   0
334 |V* V880 Ori                  |Fl*|084.56100 -05.09717        |14.8  |15.8  |     ~|15.200|     ~|~              |   4|   0
335 |V* V882 Ori                  |Fl*|084.57533 -05.08389        |13.9  |13.90 |     ~|13.100|     ~|M0:            |   5|   0
336 |GJ 3261                      |Fl*|061.41204 +05.74467        |     ~|14.365|12.811|     ~|10.207|M3.5           |  18|   0
337 |V* V730 Ori                  |Fl*|083.4363 -05.3511          |     ~|14.0  |     ~|     ~|     ~|F9V:           |  10|   0
338 |V* V1495 Cyg                 |Fl*|313.7958 +44.8236          |15.5  |     ~|     ~|     ~|     ~|~              |   2|   0
339 |V* V1797 Cyg                 |Fl*|315.30367 +41.90328        |15.2  |15.2  |     ~|11.700|     ~|~              |   3|   0
340 |V* V428 Ori                  |Fl*|083.990487 -05.385908      |     ~|15.2  |16.23 |     ~|13.57 |M3.5           |  24|   0
341 |V* V562 Tau                  |Fl*|058.00683 +25.02486        |     ~|16.0  |     ~|     ~|15.11 |~              |  10|   0
342 |V* V1713 Cyg                 |Fl*|314.08050 +43.24197        |17.0  |17.100|     ~|15.800|     ~|~              |   2|   0
343 |V* V1689 Ori                 |Fl*|083.661228 -05.961986      |14.9  |14.90 |14.12 |     ~|12.09 |K6             |  14|   0
344 |GJ 3229 B                    |Fl*|052.16300 -15.62592        |     ~|     ~|14.37 |     ~|     ~|M3.5           |   9|   0
345 |V* V679 Ori                  |Fl*|082.22163 -03.87206        |     ~|15.6  |     ~|14.700|     ~|~              |   3|   0
346 |G 131-26                     |Fl*|002.224663 +20.840347      |     ~|15.17 |13.52 |12.19 |10.50 |M5V            |  30|   0
347 |V* V677 Mon                  |Fl*|100.92754 +09.21750        |     ~|16.2  |     ~|15.700|     ~|~              |   1|   0
348 |V* V1051 Tau                 |Fl*|057.820196 +23.826575      |11.1  |13.37 |12.37 |     ~|11.33 |~              |  14|   0
349 |V* V1424 Cyg                 |Fl*|315.6529 +42.3428          |13.5  |     ~|     ~|     ~|     ~|~              |   2|   0
350 |V* V335 Cep                  |Fl*|310.746683 +67.135567      |     ~|17.5  |     ~|16.5  |     ~|~              |   1|   0
351 |GJ 3454                      |Fl*|114.1046592 +07.0786498    |     ~|14.92 |13.241|12.779| 9.9  |M4.5V          |  39|   0
